Level Title,Course ID,Username,Game Style,Theme,Brief Description,Difficulty,Picture
P-Snatched!,3642-0000-01FC-2202,Devory,NSMBU,Ghost House,,Expert,https://supermariomakerbookmark.nintendo.net/courses/3642-0000-01FC-2202
Shellmet Balancing,55B1-0000-01FD-C8A9,Devory,SMB,Ground,,Expert,https://supermariomakerbookmark.nintendo.net/courses/55B1-0000-01FD-C8A9
The Floor is Spikes!,5CA9-0000-01FE-6101,Devory,NSMBU,Ground,,Expert,https://supermariomakerbookmark.nintendo.net/courses/5CA9-0000-01FE-6101
Spring Trick,6589-0000-0200-77F4,Devory,SMW,Ground,,Easy,https://supermariomakerbookmark.nintendo.net/courses/6589-0000-0200-77F4
Quick Fingers,4C90-0000-0201-4BEE,Devory,SMW,Castle,,Super Expert,https://supermariomakerbookmark.nintendo.net/courses/4C90-0000-0201-4BEE
Shell Soccer!,44A7-0000-0201-A305,Devory,SMB,Ground,,Normal,https://supermariomakerbookmark.nintendo.net/courses/44A7-0000-0201-A305
P-RUN!,8836-0000-0201-BACF,Devory,NSMBU,Castle,,Super Expert,https://supermariomakerbookmark.nintendo.net/courses/8836-0000-0201-BACF
Companion POW 1,2778-0000-0202-8254,Devory,SMB3,Ground,,Normal,https://supermariomakerbookmark.nintendo.net/courses/2778-0000-0202-8254
Basket Shell!!,BA17-0000-0202-AD70,Devory,SMB3,Ground,,Expert,https://supermariomakerbookmark.nintendo.net/courses/BA17-0000-0202-AD70
Reuse a Pipe!,5D0E-0000-0202-BCE7,Devory,NSMBU,Ghost House,,Expert,https://supermariomakerbookmark.nintendo.net/courses/5D0E-0000-0202-BCE7
Haunted House of POW Blocks,04E3-0000-0202-CDA4,Devory,NSMBU,Ghost House,,Super Expert,https://supermariomakerbookmark.nintendo.net/courses/04E3-0000-0202-CDA4
Ambush.,722C-0000-0203-06D6,Devory,SMB3,Castle,,Super Expert,https://supermariomakerbookmark.nintendo.net/courses/722C-0000-0203-06D6
Super Mario Space Attack!!,2939-0000-0204-4E5F,Devory,SMB3,Underground,,Expert,https://supermariomakerbookmark.nintendo.net/courses/2939-0000-0204-4E5F
Use a Thwomp!,BD20-0000-020D-FA41,Devory,NSMBU,Ground,,Normal,https://supermariomakerbookmark.nintendo.net/courses/BD20-0000-020D-FA41
Bomb-ominos!!! 2,1639-0000-0210-EB93,Devory,NSMBU,Castle,,Expert,https://supermariomakerbookmark.nintendo.net/courses/1639-0000-0210-EB93
Super Mario Battle Armada 1,CABD-0000-0215-E937,Devory,SMB3,Ghost House,,Expert,https://supermariomakerbookmark.nintendo.net/courses/CABD-0000-0215-E937
Dashie Spinning Like a Record,5D1C-0000-0215-E937,Kats,NSMBU,Ghost House,Spin to victory in this very challenging level!,Expert/Super Expert,https://supermariomakerbookmark.nintendo.net/courses/5D1C-0000-021F-695F
Day one challenge,D943-0000-0011-CB61,Sander,NSMBU,Ground,"My first ever level, some jumps.",Normal,https://supermariomakerbookmark.nintendo.net/courses/D943-0000-0011-CB61
Stay calm and play 1,4462-0000-0016-36EE,Sander,SMW,Ground / Underwater,"A difficult jump in the beginning, some platforming fun",Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/4462-0000-0016-36EE
Stay calm and play 2,8DE7-0000-0023-DA79,Sander,SMB,Ground / Underground,,Normal,https://supermariomakerbookmark.nintendo.net/courses/8DE7-0000-0023-DA79
Stay calm and Castle W1,05A7-0000-004B-615F,Sander,NSMBU,Castle,End of world 1 for my Stay Calm and Play series,Expert,https://supermariomakerbookmark.nintendo.net/courses/05A7-0000-004B-615F
Super Mario Breaker,6FF6-0000-006C-9792,Sander,NSMBU,Ground,Breaking stuff is fun!,Easy/Normal,https://supermariomakerbookmark.nintendo.net/courses/6FF6-0000-006C-9792
Mario City,CC56-0000-0084-5F15,Sander,NSMBU,Ground,"Where does Mario live? Now, in this little town",Easy,https://supermariomakerbookmark.nintendo.net/courses/CC56-0000-0084-5F15
Castle Underwater,7230-0000-008D-2557,Sander,SMB3,Underwater / Castle,"Some eons after Super Mario Bros 3, Mario returns to see the land is flooded",Normal,https://supermariomakerbookmark.nintendo.net/courses/7230-0000-008D-2557
Stay calm and play 2-1,81FD-0000-0094-5060,Sander,NSMBU,Ground,Jump jump jump. ,Expert,https://supermariomakerbookmark.nintendo.net/courses/81FD-0000-0094-5060
Stay calm and play 2-2,AFC2-0000-00A4-3CA0,Sander,NSMBU,Ground,"Less jumping, more puzzle. ",Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/AFC2-0000-00A4-3CA0
Stay calm and play 2-3,4CC3-0000-00BC-6C95,Sander,SMW,Ghost House,Puzzle between subworlds,Expert,https://supermariomakerbookmark.nintendo.net/courses/4CC3-0000-00BC-6C95
Stay calm and Castle W2,17B9-0000-00D8-1036,Sander,SMB,Castle,2 paths and a lot of Amiibo.,Easy/Expert,https://supermariomakerbookmark.nintendo.net/courses/17B9-0000-00D8-1036
A World of Fun 1-1,6457-0000-00F7-A5F2,Sander,SMW,Ground,"New series, puzzle based",Normal,https://supermariomakerbookmark.nintendo.net/courses/6457-0000-00F7-A5F2
A World of Fun 1-2,53C2-0000-011D-0020,Sander,SMW,Ground,,Normal,https://supermariomakerbookmark.nintendo.net/courses/53C2-0000-011D-0020
A World of Fun 1-3,0647-0000-0167-3B50,Sander,SMW,Ground / Underground,2 paths,Easy/Normal,https://supermariomakerbookmark.nintendo.net/courses/0647-0000-0167-3B50
A World of Fun 1-4,86BF-0000-01E4-7E0B,Sander,SMW,Castle,Castle level of the A World of Fun series. Another puzzle with tricks,Expert,https://supermariomakerbookmark.nintendo.net/courses/86BF-0000-01E4-7E0B
Find the Keys v1.2,1C23-0000-0203-FC95,Sander,NSMBU,Ground,Find all keys. Easy as that. Fixed version because of a level breaking bug,Easy,https://supermariomakerbookmark.nintendo.net/courses/1C23-0000-0203-FC95
99 Coins Challenge,788E-0000-01F5-E579,Sander,SMB,Ground / Underground,Find all 99 coins and post a Miiverse post.,Easy,https://supermariomakerbookmark.nintendo.net/courses/788E-0000-01F5-E579
Stay calm and play 1 REMIX,661D-0000-021F-CA3E,Sander ,SMW,Ground / Underwater,Revisiting an old level and improving it. (old level is still available),Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/661D-0000-021F-CA3E
Bowser's Casual Stroll,7AB7-0000-0221-3504,Yoshi,SMW,Castle,Just a nice stroll with Bowser and friends,Normal,https://supermariomakerbookmark.nintendo.net/courses/7AB7-0000-0221-3504
Doorway to Dangerous Safety,8A53-0000-0222-0305,Viper718x,SMB3,Ground,"Travel past danger wheels, fire, bullet bills, and through doors to the end!",Medium,
Go Big or Go Home!,F659-0000-0221-63E3,Figgy Moe,SMB,Ground / Ghost House,Solve puzzles... or just smash your way through. Whatever works.,Expert,https://supermariomakerbookmark.nintendo.net/courses/F659-0000-0221-63E3
Necropolis District,7BB0-0000-0226-1E44,LunyRed,SMB3,Ghost House,Mario is trapped in this huge cemetery that utilizes Blue Skull Rafts and Tracks as the main gimmick. Help Mario get out of here by safely escaping from Bowser and Bowser Jr.!,Super Expert,
Clown Car Bumper Brawl,C358-0000-0126-8630,Chief Fez,NSMBU,airship,"Something different, use clown car to defeat enemies in a shootout/bumper brawl",Medium/Hard,
Mind Games,139A-0000-0227-EFA8,Chief Fez,NSMBU,Ghost House,"unique leverl, make the right choices to get to the end",Medium,
Feeling Lucky?,D003-0000-0228-A932,Chief Fez,NSMBU,Ground,"So many ? blocks to choose, only some will help with the obstacle, lucky?",Medium,
My Pet Can Eat Your Pet,AF3A-0000-0228-71A1,Agent_CH,NSMBU,Ground,"Take Yoshi for a walk, but watch out for the baddies walking their Chomps.",Normal,
Adrenaline MAX,D271-0000-0226-4CFF,Fate,NSMBU,Castle / Underground,"Ultimate speed run for pros, if you're looking for a REAL challenge!",Extremely Hard,https://supermariomakerbookmark.nintendo.net/courses/D271-0000-0226-4CFF
Where'd I Leave My Keys?,A979-0000-0228-72A7,Agent_CH,SMW,Ground / Ghost House,Complete four short trials to get the four keys.,Normal,
Power-Up Quest,BCC4-0000-022C-F58B,K.Switch-Gaming,NSMBU,Ground / Underground,Collect the powerups needed to advance past obstacles.,Normal,
Dragon Training Coaster,B983-0000-022C-97B2,K.Switch-Gaming,NSMBU,Ground,Go for a ride on a coaster.  Then ride a 'dragon.',Normal,
Pro challenge NSMBu,4B06-0000-0224-9104,Ari,NSMBU,Underground/Ground,A real challenge,Hard,
Mareándose con mario,34CF-0000-01C8-45AC,Ari,NSMBU,Sky/Castle,Save Yoshi and carry him to the flag,Medium/Hard,
Casa de Ari,3FEE-0000-01D1-1C7B,Ari,SMW,Ghost/Underwater,Escape the ghost house,Medium,
Castle Copter Clash V2.0,B790-0000-0228-730C,Agent_CH,SMW,Castle,New version of this shmup level with a more exciting boss fight,Normal/Expert,
Controlled Chaos,7DDB-0000-0233-4EA1,riverslq,NSMBU,Castle,Patience is a Virtue,Normal/Expert,
Yoshi's Puzzler,EC9D-0000-022D-12F1,riverslq,SMW,Underground,5 short and quick puzzles with Yoshi,Normal,
Treetops and Tracks,B4C9-0000-022E-7148,riverslq,SMW,Ground,"Autoscroller with top, mid, and bottom paths to choose from",Normal,
New SMB2 6-CASTLE Remix Tracksv3,ECA4-0000-022A-E4BA,riverslq,NSMBU,Castle,"Remix of New SMB2's 6-Bowser level, with a re-invented boss fight at the end",Expert,
I was Tired,3D2F-0000-0225-F54D,riverslq (my son's),SMW,Underground,"What else can I say, except, he was tired!",Normal,
Deconstruction Construction,580A-0000-0236-4BEE,riverslq,NSMBU,Underground,"bob-ombs want to blow stuff up, can you make it to the end before they blow you?",Normal/Expert,
Go Ahead!,5028-0000-01E1-E152,malcos,SMW,Castle,Just go ahead!,Extremely Hard,
Go Ahead!  U,5171-0000-01F2-2CB0,malcos,NSMBU,Castle,I said go ahead!,Extremely Hard,
malcos's Happy Park,6E82-0000-0207-915C,malcos,SMW,Ground,It's so nice to be happy! (^o^),Extremely Hard,
Icy Hot Boss Rush!,0728-0000-0226-1074,Drake,SMW,Castle,Can you survive this boss rush?,Super Expert,https://supermariomakerbookmark.nintendo.net/courses/0728-0000-0226-1074
Super Mario Maker,D987-0000-0236-EA3D,AndrewIdaho,SMB,Ground,A level of creativity and art!,Easy,https://supermariomakerbookmark.nintendo.net/courses/D987-0000-0236-EA3D
"Find the Pipe, Key & Door",571C-0000-0236-EA86,AndrewIdaho,SMW,Castle,"Find the correct pipe, then key, and then door to your destiniation",Hard,https://supermariomakerbookmark.nintendo.net/courses/571C-0000-0236-EA86
SMB. 1 Level 1-3 Remix,CE77-0000-0236-EAB6,AndrewIdaho,SMB,Ground,A remix of Super Mario Bros. Level 1-3,Medium,https://supermariomakerbookmark.nintendo.net/courses/CE77-0000-0236-EAB6
SMW. Level 1-2 Remix,77C6-0000-0236-EAF3,AndrewIdaho,SMW,Ground/Underground,A remix of Super Mario World Level 1-2,Medium,https://supermariomakerbookmark.nintendo.net/courses/77C6-0000-0236-EAF3
Airship Level 2,AC6A-0000-0236-EB20,AndrewIdaho,SMB3,Ground,A level featuring numerous enemies and traps,Medium,https://supermariomakerbookmark.nintendo.net/courses/AC6A-0000-0236-EB20
Bowser's Ultimate Troll Castle,5DAC-0000-0236-ECD1,AndrewIdaho,SMW,Castle,Bowser's castle featuring numerous troll traps,Expert,https://supermariomakerbookmark.nintendo.net/courses/5DAC-0000-0236-ECD1
The Flight to Bowser's Reactor,5908-0000-023A-D3E4,riverslq,NSMBU,Castle,Fly to Bowser's Reactor to take him in a explosive boss battle,Expert,
Run for your Life!!!,9855-0000-023B-AAAD,riverslq,SMB,Ground,"What else can I say except, RUN FOR YOUR LIFE!!!",Super Expert,
Helmet Man Adventure,09B1-0000-0234-36F6,Figgy Moe,NSMBU,Ground / Underground,Helmet Man... AWAAAAY!!!,Expert,https://supermariomakerbookmark.nintendo.net/courses/09B1-0000-0234-36F6
Zelda's Trials,1182-0000-023D-7833,V Hearts F,SMB,Castle/Castle,"As Zelda, complete a series of trials to escape the evil temple.",Hard,
3rd Time's the Charm,A607-0000-023E-7390,riverslq,NSMBU,Underground,"Each time you pass through the level, it becomes a little harder.  3 times through to win.  :)",Normal,
Donkey Kong Junior - Part 1,15F6-0000-021D-3FE2,Zachey,SMB,Ground,Back to the roots! Play the first 2 levels of Donkey Kong Junior!,Normal,https://supermariomakerbookmark.nintendo.net/courses/15F6-0000-021D-3FE2
Alert! Prison Break!,C288-0000-022B-5767,Zachey,SMB3,Ghost House,Mario has been taken prisoner. Will you be skilled enough to escape this unusual prison?,Normal,https://supermariomakerbookmark.nintendo.net/courses/C288-0000-022B-5767
Mario's Time Machine (100 coins),2459-0000-023E-6605,Zachey,SMW,Ground,Missed a red coins? No worry! Enter the time machine!,Normal,https://supermariomakerbookmark.nintendo.net/courses/2459-0000-023E-6605
Boss Battle 2 (Gear up!),380A-0000-0226-9A5B,Zachey,SMW,Castle,Fight through 4 bosses and gear up to face the ultimate fight against Giga-Boswer.,Normal,https://supermariomakerbookmark.nintendo.net/courses/380A-0000-0226-9A5B
UMR Arcade Station,0334-0000-0240-4092,LunyRed,SMB,Ground/Underground,"Follow the buzzards!! Uhh....I meant to say...""FOLLOW THE BUZZY!!""",Easy,
Catch the Koopa!,E859-0000-0242-0907,Kakure,SMW,Ground,Chase after the Koopa through the forest and caves. Catch it!,Hard,https://supermariomakerbookmark.nintendo.net/courses/E859-0000-0242-0907
Princesses' Charity Marathon!,FA3E-0000-0246-822B,LunyRed,SMB,Ground,Speedrun level starring 4 Princesses! Which Princess shall cross the finish line first? :D All proceeds shall go to charity~,Hard,
Yoshi cavern,205C-0000-0220-7E4D,DeLLi,SMW,Underground,Yoshi jumping,Super Expert,https://supermariomakerbookmark.nintendo.net/courses/205C-0000-0220-7E4D
Deeply Depths,6EC6-0000-0241-DA72,Old Red,SMB3,Underground/Underwater,1st level in the set,Easy,https://supermariomakerbookmark.nintendo.net/courses/6EC6-0000-0241-DA72
Dawn Breaks,A5E5-0000-0241-DB19,Old Red,SMB3,Ground,2nd level in the set,Normal,https://supermariomakerbookmark.nintendo.net/courses/A5E5-0000-0241-DB19
Frosty Lake,7E8D-0000-0241-DB52,Old Red,SMB3,Ground/Underwater,3rd level in the set,Easy,https://supermariomakerbookmark.nintendo.net/courses/7E8D-0000-0241-DB52
Misty Oaks,BDF7-0000-0241-DBFB,Old Red,SMB3,Ground/Underground,4th level in the set,Normal,https://supermariomakerbookmark.nintendo.net/courses/BDF7-0000-0241-DBFB
Downton Spoops,D955-0000-0241-DC91,Old Red,SMB3,Ghost House,5th level in the set,Normal,https://supermariomakerbookmark.nintendo.net/courses/D955-0000-0241-DC91
Lofty Vines,7634-0000-0241-DD7C,Old Red,SMB3,Ground,6th level in the set,Normal,https://supermariomakerbookmark.nintendo.net/courses/7634-0000-0241-DD7C
Giants Skies,E570-0000-0241-DEC2,Old Red,SMB3,Ground,7th level in the set,Easy,https://supermariomakerbookmark.nintendo.net/courses/E570-0000-0241-DEC2
Koopling Castle,C505-0000-0241-DF44,Old Red,SMB3,Castle,8th level in the set,Easy,https://supermariomakerbookmark.nintendo.net/courses/C505-0000-0241-DF44
Floaty Blams,766F-0000-0241-E009,Old Red,SMB3,Airship/Castle,9th level in the set,Normal,https://supermariomakerbookmark.nintendo.net/courses/766F-0000-0241-E009
Soarston Fortress,5852-0000-024B-2E40,Old Red,SMB3,Airship ,10th level in the set,Normal,https://supermariomakerbookmark.nintendo.net/courses/5852-0000-024B-2E40
New SMB2 6-Final Bowser ReVamp,2F66-0000-0250-C98D,riverslq,NSMBU,Castle,My re-creation of New SMB2 6-Final (Bowser),Expert,
I Don't Want to be Buried...,92CC-0000-024C-62C6,riverslq,SMB3,Ghost House,A ghost house level with a boss bonus room if you find all the pink coins,Normal,
I Don't Want to be Buried...v1.1,9136-0000-024D-343B,riverslq,SMB3,Ghost House,Minor update to the original version.  New door tech.,Normal,
Ghost House of Disrepair (easy),5A9D-0000-0241-DB3D,riverslq,SMW,Ghost House,Bounce across cannonballs through the ghost house before it explodes,Expert,
Ghost House of Disrepair,AEBD-0000-0244-73AB,riverslq,SMW,Ghost House,Significantly harder version of GHD.  No platforms below to save if you if you miss the jump,Expert,
SMB. 3 Level 1-1 Underwater,8F4F-0000-0258-5D68,AndrewIdaho,SMB3,Underwater,A Underwater version of SMB. 3's Level 1-1,Easy,https://supermariomakerbookmark.nintendo.net/courses/8F4F-0000-0258-5D68
SMB. 3 Level 1-1 Castle,5A1E-0000-0258-5D99,AndrewIdaho,SMB3,Castle,A Castle version of SMB. 3's Level 1-1 with a surprise at the end of the level!,Easy,https://supermariomakerbookmark.nintendo.net/courses/5A1E-0000-0258-5D99
SMB. 3 Level 1-1 SMB. 1 Version,D9C5-0000-0258-5DD6,AndrewIdaho,SMB,Ground/Underground,A SMB. 1 version of SMB. 3's Level 1-1,Easy,https://supermariomakerbookmark.nintendo.net/courses/D9C5-0000-0258-5DD6
New SMB. 3 Level 1-1,F8CF-0000-0258-5E21,AndrewIdaho,NSMBU,Ground/Underground,A Modern NSMB. U version of SMB. 3's Level 1-1,Easy,https://supermariomakerbookmark.nintendo.net/courses/F8CF-0000-0258-5E21
A Case For Detective Mario,8A0A-0000-024D-A6AC,BarnesMBA,SMB3,Ghost House,"Picture Puzzle level, the one that inspired the Detective Mario saga!",Normal,
Detective Mario: Castle Case,B301-0000-0252-7CD6,BarnesMBA,SMB3,Castle,Picture Puzzle level which also incorporated the need to use Mario powers,Normal,
Detective Mario: Historical Door,42BF-0000-0252-D134,BarnesMBA,SMB3,Underground,Picture Puzzle level which also incorporated the need to use Mario powers,Normal,
Detective Mario: Garden Mystery,B737-0000-0255-C500,BarnesMBA,SMB3,Ground,Picture Puzzle level which also incorporated the need to use Mario powers,Normal,
Detective Mario: Arduous Case,6565-0000-0256-5843,BarnesMBA,SMB3,Airship,Picture Puzzle level which also incorporated the need to use Mario powers,,
Put A Spring In Your Step!,B4E0-0000-025F-9E64,Kaz,NSMBU,Ground,"Automatic Level, but also fun to speed run.  A suspenseful timer.",Easy,https://supermariomakerbookmark.nintendo.net/courses/B4E0-0000-025F-9E64
Just Another Castle Level (Easy),D93F-0000-025D-E4BD,Kaz,NSMBU,Ground/Underground,Puzzle Level.  You will have lots of practice at a certain move :P,Easy,https://supermariomakerbookmark.nintendo.net/courses/D93F-0000-025D-E4BD
Door Country (Puzzle),0234-0000-025E-A15E,Kaz,NSMBU,Ground/Underground,"Puzzle Level.  Two ways to clear the level, each with own challenges.",Normal,https://supermariomakerbookmark.nintendo.net/courses/0234-0000-025E-A15E
Boot Up The Level!,C236-0000-025B-CBFF,Kaz,SMB3,Ground/Underground,Fun Course with the boot.  Several alternative routes to complete level.,Normal,https://supermariomakerbookmark.nintendo.net/courses/C236-0000-025B-CBFF
Fun For Karen (Very Easy),C7CE-0000-025B-5FCC,Kaz,NSMBU,Ground,"Course I made for my wife, just a fun easy level.",Easy,https://supermariomakerbookmark.nintendo.net/courses/C7CE-0000-025B-5FCC
Stay Focused And On Track (Easy),B6B0-0000-025E-A128,Kaz,SMB,Ground,"Another course I made for my wife, just fun with different effects.",Easy,https://supermariomakerbookmark.nintendo.net/courses/B6B0-0000-025E-A128
Size Matters,4A97-0000-025E-A1D9,Kaz,SMB,Ground,A few different ways through course depending on size.,Normal,https://supermariomakerbookmark.nintendo.net/courses/4A97-0000-025E-A1D9
Slow and Steady,B76A-0000-016D-1217,Metafiction,SMB,Ground,Fairly simple course with one or two tricky jumps. My first upload.,Normal,https://supermariomakerbookmark.nintendo.net/courses/B76A-0000-016D-1217
Picking Up The Pace,5C58-0000-016D-16D3,Metafiction,SMB,Ground,A more difficult followup to Slow and Steady. Mind the gaps.,Normal,https://supermariomakerbookmark.nintendo.net/courses/5C58-0000-016D-16D3
